Title,Body
"Jenkins java.lang.NoSuchMethodError: No such DSL method 'post' found among steps","<p>I'm trying to implement a stage on Jenkins to send email when a failure is produced on Jenkins. I made something similar to the Jenkins documention:</p>
<pre class=""lang-groovy prettyprint-override""><code>    #!/usr/bin/env groovy
    
    node {
    
    stage ('Send Email') {
            
            echo 'Send Email'
            
                post {
                    failure {
                        mail to: 'aa@bb.cc',
                             subject: &quot;Failed Pipeline: ${currentBuild.fullDisplayName}&quot;,
                             body: &quot;Something is wrong with ${env.BUILD_URL}&quot;
                    }
                }
                        
            }
    
    }
</code></pre>
<p>But I always get this error:</p>
<blockquote>
<p>java.lang.NoSuchMethodError: No such DSL method 'post' found among
steps [archive, bat, build, catchError, checkout, deleteDir, dir,
dockerFingerprintFrom, dockerFingerprintRun, echo, emailext,
emailextrecipients, envVarsForTool, error, fileExists, getContext,
git, input, isUnix, library, libraryResource, load, mail, milestone,
node, parallel, powershell, properties, publishHTML, pwd, readFile,
readTrusted, resolveScm, retry, script, sh, sleep, stage, stash, step,
svn, timeout, timestamps, tm, tool, unarchive, unstash,
validateDeclarativePipeline, waitUntil, withContext, withCredentials,
withDockerContainer, withDockerRegistry, withDockerServer, withEnv,
wrap, writeFile, ws] or symbols [all, allOf, always, ant,
antFromApache, antOutcome, antTarget, any, anyOf, apiToken,
architecture, archiveArtifacts, artifactManager, authorizationMatrix,
batchFile, booleanParam, branch, buildButton, buildDiscarder,
caseInsensitive, caseSensitive, certificate, changelog, changeset,
choice, choiceParam, cleanWs, clock, cloud, command, credentials,
cron, crumb, defaultView, demand, disableConcurrentBuilds, docker,
dockerCert, dockerfile, downloadSettings, downstream, dumb, envVars,
environment, expression, file, fileParam, filePath, fingerprint,
frameOptions, freeStyle, freeStyleJob, fromScm, fromSource, git,
github, githubPush, gradle, headRegexFilter, headWildcardFilter,
hyperlink, hyperlinkToModels, inheriting, inheritingGlobal,
installSource, jacoco, jdk, jdkInstaller, jgit, jgitapache, jnlp,
jobName, junit, label, lastDuration, lastFailure,
lastGrantedAuthorities, lastStable, lastSuccess, legacy, legacySCM,
list, local, location, logRotator, loggedInUsersCanDoAnything,
masterBuild, maven, maven3Mojos, mavenErrors, mavenMojos,
mavenWarnings, modernSCM, myView, node, nodeProperties, nonInheriting,
nonStoredPasswordParam, none, not, overrideIndexTriggers, paneStatus,
parameters, password, pattern, pipeline-model, pipelineTriggers,
plainText, plugin, pollSCM, projectNamingStrategy, proxy,
queueItemAuthenticator, quietPeriod, remotingCLI, run, runParam,
schedule, scmRetryCount, search, security, shell, skipDefaultCheckout,
skipStagesAfterUnstable, slave, sourceRegexFilter,
sourceWildcardFilter, sshUserPrivateKey, stackTrace, standard, status,
string, stringParam, swapSpace, text, textParam, tmpSpace,
toolLocation, unsecured, upstream, usernameColonPassword,
usernamePassword, viewsTabBar, weather, withAnt, zfs, zip] or globals
[currentBuild, docker, env, params, pipeline, scm]</p>
</blockquote>
<p>I saw some others post, but the suggestion made did not work for me</p>
"
"Setting up a no-reply email address with Google Apps","<p>I have my domain's email set up with Google Apps, and I am interested in sending automated emails (when users register, for example) with the From and/or Reply-To field being ""no-reply@example.com"".  I have a few questions pertaining to how this is done:</p>

<ol>
<li><p>Should I actually set up a user in Google Apps named ""no-reply""?</p></li>
<li><p>If not setting up a ""no-reply"" user, should I log in with a real address (e.g.: ""support@example.com"") and send the email as being from ""no-reply@example.com"" instead?  Or should I simply use the Reply-To email header?</p></li>
<li><p>If it's necessary to use the Reply-To header, is there a way to block the true From address (i.e.: the username I used to log into Google's SMTP server)?</p></li>
</ol>
"
"Must issue a STARTTLS command first. Sending email with Java and Google Apps","<p>I am trying to use <a href=""https://stackoverflow.com/questions/46663/how-do-you-send-email-from-a-java-app-using-gmail#47452"">Bill the Lizard's code</a> to send an email using Google Apps. I am getting this error: </p>

<pre><code>Exception in thread ""main"" javax.mail.SendFailedException: Sending failed;
  nested exception is: 
    javax.mail.MessagingException: 530 5.7.0 Must issue a STARTTLS command first. f3sm9277120nfh.74

    at javax.mail.Transport.send0(Transport.java:219)
    at javax.mail.Transport.send(Transport.java:81)
    at SendMailUsingAuthentication.postMail(SendMailUsingAuthentication.java:81)
    at SendMailUsingAuthentication.main(SendMailUsingAuthentication.java:44)
</code></pre>

<p>Bill's code contains the next line, which seems related to the error: </p>

<pre><code>   props.put(""mail.smtp.starttls.enable"",""true"");
</code></pre>

<p>However, it does not help.</p>

<p>These are my import statements: </p>

<pre><code>import java.util.Properties; 
import javax.mail.Authenticator;
import javax.mail.Message;
import javax.mail.MessagingException;
import javax.mail.PasswordAuthentication;
import javax.mail.Session;
import javax.mail.Transport;
import javax.mail.internet.InternetAddress;
import javax.mail.internet.MimeMessage;
</code></pre>

<p>Does anyone know about this error?</p>
"
"How to get line breaks in e-mail sent using Python's smtplib?","<p>I have written a script that writes a message to a text file and also sends it as an email. 
Everything goes well, except the email finally appears to be all in one line. </p>

<p>I add line breaks by <code>\n</code> and it works for the text file but not for the email. 
Do you know what could be the possible reason?</p>

<hr>

<p>Here's my code:</p>

<pre><code>import smtplib, sys
import traceback
def send_error(sender, recipient, headers, body):

    SMTP_SERVER = 'smtp.gmail.com'
    SMTP_PORT = 587
    session = smtplib.SMTP('smtp.gmail.com', 587)
    session.ehlo()
    session.starttls()
    session.ehlo
    session.login(sender, 'my password')
    send_it = session.sendmail(sender, recipient, headers + ""\r\n\r\n"" +  body)
    session.quit()
    return send_it


SMTP_SERVER = 'smtp.gmail.com'
SMTP_PORT = 587
sender = 'sender_id@gmail.com'
recipient = 'recipient_id@yahoo.com'
subject = 'report'
body = ""Dear Student, \n Please send your report\n Thank you for your attention""
open('student.txt', 'w').write(body) 

headers = [""From: "" + sender,
               ""Subject: "" + subject,
               ""To: "" + recipient,
               ""MIME-Version: 1.0"",
               ""Content-Type: text/html""]
headers = ""\r\n"".join(headers)
send_error(sender, recipient, headers, body)
</code></pre>
"
"Sending email to multiple cc recipients in Laravel 5.4","<p>I have a function that sends an email like this:</p>

<pre><code>Mail::to($email)
-&gt;cc($arraywithemails)
-&gt;send(new document());
</code></pre>

<p>How do I send the email to multiple cc users? I have checked the official documentation but there is no clue there.</p>
"
"how to send email with python directly from server and without smtp","<p>I'm php programmer and with php you can send email with server directly, for example this code send email to client:</p>

<pre><code>&lt;?php
$to      = 'nobody@example.com';
$subject = 'the subject';
$message = 'hello';
$headers = 'From: webmaster@example.com' . ""\r\n"" .
    'Reply-To: webmaster@example.com' . ""\r\n"" .
    'X-Mailer: PHP/' . phpversion();

mail($to, $subject, $message, $headers);
?&gt; 
</code></pre>

<p>but in python you have to use smtplib and gmail or hotmail servers for sending email.
I wonder is there anyway to send email with python direct from server? </p>
"
"Complete mail header","<p>I need a set of mail headers to attach to my <code>mail()</code> function in PHP. I send emails with HTML in them, and sometimes services like <a href=""http://en.wikipedia.org/wiki/Yahoo!_Mail"" rel=""noreferrer"">Yahoo Mail</a> block them. Therefore I need to make sure that I am at least providing the right headers.</p>
<h3>My code:</h3>
<pre><code>// To send HTML mail, the 'Content-type' header must be set
$headers  = 'MIME-Version: 1.0' . &quot;\r\n&quot;;
$headers .= 'Content-type: text/html; charset=iso-8859-1' . &quot;\r\n&quot;;

// Additional headers
$headers .= 'From: MyCompany &lt;welcome@mycompany.com&gt;' . &quot;\r\n&quot;;  
</code></pre>
<p>Is there anything else I should add?</p>
"
"How to read email content in Python 3","<p>I've tried many code to access and read email content, for example, about Gmail i only can do authentication and with Outlook i have code that can read email but it's encrypted...but now it only access email and doesn't output with encrypted information. So i need help to solve this. Thanks</p>

<p><strong>Here's the code:</strong></p>

<pre><code>import imaplib
import base64 

email_user = input('Email: ')
email_pass = input('Password: ')

M = imaplib.IMAP4_SSL('imap-mail.outlook.com', 993)
M.login(email_user, email_pass)
M.select()
typ, data = M.search(None, 'ALL')
for num in data[0].split():
    typ, data = M.fetch(num, '(RFC822)')
    num1 = base64.b64decode(num1)
    data1 = base64.b64decode(data)
    print('Message %s\n%s\n' % (num, data[0][1]))
M.close()
M.logout()
</code></pre>
"
"Gmail returns 534-5.7.14 Please log in via your web browser","<p>I found this error while i'm trying to send an email from one Gmail account to another. How to solve this error ? Help me on it.</p>

<p>There were an error: </p>

<blockquote>
  <p>534-5.7.14 Please log in via your web browser and 534-5.7.14 then try again. 534-5.7.14 Learn more at 534 5.7.14 <a href=""https://support.google.com/mail/answer/78754"" rel=""noreferrer"">https://support.google.com/mail/answer/78754</a> hw7sm51688135pac.12 - gsmtp </p>
</blockquote>
"
"How do I add space between span in html for emails?","<p>I am making email templates so I am limited with what I can do.</p>

<p>I've got align=""center"" but I still need space between the two spans.  How can I do this?</p>

<p>CODE:</p>

<pre><code>&lt;td width=""659"" height=""28"" bgcolor=""#999999"" align=""center""&gt;
    &lt;span style=""color: #ffffff;font-family: Arial, sans-serif;font-size:20px;""&gt;
    CODE:&lt;/span&gt; &lt;span style=""color: #ffffff;font-family: Arial, sans-serif;
    font-size:20px;font-weight:bold;""&gt;BEHAPPY&lt;/span&gt;&lt;span style=""color: #ffffff;
     font-family: Arial, sans-serif;font-size:20px;""&gt;• Ends 6/01&lt;/span&gt;
            &lt;/td&gt;
</code></pre>

<p>NOTE: I can't use margins or padding in email templates.</p>
"
"Sending mail via sendmail from python","<p>If I want to send mail not via SMTP, but rather via sendmail, is there a library for python that encapsulates this process?</p>

<p>Better yet, is there a good library that abstracts the whole 'sendmail -versus- smtp' choice?</p>

<p>I'll be running this script on a bunch of unix hosts, only some of which are listening on localhost:25; a few of these are part of embedded systems and can't be set up to accept SMTP.</p>

<p>As part of Good Practice, I'd really like to have the library take care of header injection vulnerabilities itself -- so just dumping a string to <code>popen('/usr/bin/sendmail', 'w')</code> is a little closer to the metal than I'd like.</p>

<p>If the answer is 'go write a library,' so be it ;-)</p>
"
"How do I insert the value of a String variable into some text that will end up in the body of an email?","<p>I have a spreadsheet that is going to be used to track requests made to another department.  I would like a Macro to generate and send an email the contains some predefined text and the value of some variables.  I already have some working code that scans the relevant cells and stores their values.</p>

<p>I can generate the email, I can print lines of text including inserting one variable into the subject, but I can't seem to insert the value of any of the variables in the middle of the body of the email.  I have the following:</p>

<pre><code>Sub IssueRequest()

Dim OutApp As Object
Dim OutMail As Object
Dim strbody As String

' Selecting the last entry in column ""B""

Range(""B7"").Select
ActiveCell.Offset(1, 0).Select
   Do While Not IsEmpty(ActiveCell)
   ActiveCell.Offset(1, 0).Select
   Loop
ActiveCell.Offset(-1, 0).Select


' Collect the unique value to insert into the subject field

Dim Subject As String
Subject = ActiveCell.Value

ActiveCell.Offset(0, 2).Select

' Collect the Part Number for use in the body of the email

Dim PartNumber As String
PartNumber = ActiveCell.Value

' Collect the Quantity for use in the body of the email

ActiveCell.Offset(0, 1).Select
Dim Qty As String
Qty = ActiveCell.Value

'Create the email

Set OutApp = CreateObject(""Outlook.Application"")
Set OutMail = OutApp.CreateItem(0)
strbody = ""Hi guys,"" &amp; vbNewLine &amp; vbNewLine &amp; _
          ""Please can you issue the following:"" &amp; vbNewLine &amp; vbNewLine &amp; _
          ""Part number:  "" &amp; vbNewLine &amp; _
          ""Qty:   "" &amp; vbNewLine &amp; _
          ""This is line 4""
On Error Resume Next

With OutMail
    .To = ""xxxxx.xxxxx@xxxxx-xxxxx.com""
    .CC = """"
    .BCC = """"
    .Subject = Subject
    .Body = strbody
    .Send
End With

On Error GoTo 0
Set OutMail = Nothing
Set OutApp = Nothing

End Sub*
</code></pre>

<p>I really need to be able to insert the values of PartNumber and Qty in the middle of the String strbody.</p>
"
